player,team,position,role,owner_status,roster_status,age,fpts,fpg_raw,fpg_regressed,ros_pct,rkov,estimated_games,sample_confidence,win_now_score,dynasty_score,dynasty_minus_win_now,forward_fpg,ros_vor,ip,ip_pct,whip,k_per_9,qs_rate,prospect_bonus,age_curve,mlb_overall_rank,mlb_org_rank,asset_value,asset_confidence,baseline_confidence,career_baseline,two_way,asset_blend_alpha,prospect_phase,prospect_bonus_applied,dynasty_gap,dynasty_signal
Jake Bauers,MIL,"1B,OF",H,Hutch,Active,30.0,277.0,3.08,3.08,88.0,57.0,89.94,1.0,88.77,37.88,-50.89,3.08,0.63,,,,,,0.0,0.0,,,14.7,HIGH,1.0,2.15,False,0.6,0.0,0.0,,NO_CONSENSUS
Dillon Dingler,DET,C,H,Coop,Active,27.0,261.0,2.9,2.9,95.0,76.0,90.0,1.0,88.76,63.34,-25.43,2.9,0.45,,,,,,0.0,6.0,,,49.2,HIGH,0.89,2.39,False,0.534,0.11,0.0,,NO_CONSENSUS
Kyle Harrison,MIL,SP,SP,joeybats,Reserve,24.0,224.0,13.18,13.18,92.0,144.0,17.0,1.0,88.71,81.61,-7.11,13.18,4.91,83.2,83.94,1.08,10.93,0.35,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Xavier Edwards,MIA,"2B,SS",H,Sethmc44,Active,26.0,277.0,2.77,2.77,99.0,58.0,100.0,1.0,88.49,82.17,-6.32,2.77,0.32,,,,,,0.0,6.0,,,83.3,HIGH,1.0,2.8,False,0.6,0.0,0.0,69.3,BUY_LOW
Jonathan Aranda,TB,1B,H,joeybats,Active,28.0,278.5,2.87,2.87,98.0,53.0,97.04,1.0,88.34,68.11,-20.23,2.87,0.42,,,,,,0.0,0.0,,,62.7,HIGH,0.89,2.67,False,0.534,0.11,0.0,24.2,BUY_LOW
Michael Harris II,ATL,OF,H,joeybats,Active,25.0,268.0,2.91,2.91,99.0,69.0,92.1,1.0,88.25,74.65,-13.61,2.91,0.46,,,,,,0.0,6.0,,,71.0,HIGH,1.0,2.45,False,0.6,0.0,0.0,4.4,ALIGNED
J.T. Ginn,ATH,SP,SP,Sethmc44,Active,27.0,222.0,10.09,10.09,78.0,149.0,22.0,1.0,88.12,45.51,-42.61,10.09,1.82,109.1,94.56,1.22,8.25,0.41,0.0,5.0,,,13.5,HIGH,0.78,8.34,False,0.468,0.22,0.0,,NO_CONSENSUS
Troy Melton,DET,"SP,RP",SP/RP,Hutch,Active,25.0,167.0,18.56,8.93,84.0,263.0,9.0,0.37,88.05,77.43,-10.62,8.93,0.66,55.0,74.01,0.87,8.18,0.56,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Jake McCarthy,COL,OF,H,Hutch,Active,28.0,266.5,3.1,3.1,86.0,71.0,85.97,1.0,88.03,71.62,-16.41,3.1,0.65,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jackson Chourio,MIL,OF,H,Hutch,Active,22.0,222.0,3.42,3.42,99.0,148.0,64.91,1.0,88.02,92.56,4.55,3.42,0.97,,,,,,0.0,12.0,,,98.0,HIGH,1.0,3.09,False,0.6,0.0,0.0,1.0,ALIGNED
Cade Smith,CLE,RP,RP,CLANK,Active,27.0,261.0,6.07,6.07,99.0,77.0,43.0,1.0,87.89,78.76,-9.13,6.07,2.54,45.1,66.49,1.09,12.97,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Keider Montero,DET,"SP,RP",SP/RP,Kipp,Active,26.0,212.0,10.1,9.23,54.0,169.0,20.99,0.87,87.82,68.78,-19.04,9.23,0.96,100.2,90.85,0.99,6.29,0.33,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Landen Roupp,SF,SP,SP,kyfaess,Active,27.0,200.0,10.53,10.53,84.0,189.0,18.99,1.0,87.81,36.41,-51.4,10.53,2.26,104.0,92.14,1.27,9.17,0.47,0.0,5.0,,,11.5,HIGH,1.0,7.76,False,0.6,0.0,0.0,,NO_CONSENSUS
Ranger Suarez,BOS,SP,SP,Coop,Reserve,30.0,204.0,12.0,12.0,98.0,180.0,17.0,1.0,87.76,52.64,-35.12,12.0,3.73,91.1,86.18,1.16,9.58,0.41,0.0,0.0,,,40.1,HIGH,1.0,12.63,False,0.6,0.0,0.0,2.0,ALIGNED
Louis Varland,TOR,RP,RP,GoldTY,Active,28.0,279.0,6.2,6.2,89.0,52.0,45.0,1.0,87.66,77.33,-10.32,6.2,2.67,50.0,70.38,0.96,12.24,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jhoan Duran,PHI,RP,RP,Jpanner,Active,28.0,228.0,6.51,6.51,99.0,134.0,35.02,1.0,87.48,77.4,-10.08,6.51,2.98,33.2,46.98,0.93,13.55,0.0,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Jake Latz,TEX,"SP,RP",SP/RP,GoldTY,Active,30.0,240.0,6.67,6.67,86.0,116.0,35.98,1.0,87.45,70.4,-17.05,6.67,-1.6,46.0,67.1,0.65,9.2,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Casey Schmitt,SF,"2B,3B,OF",H,Coop,Active,27.0,262.5,2.85,2.85,89.0,75.0,92.11,1.0,87.17,64.39,-22.78,2.85,0.4,,,,,,0.0,6.0,,,50.4,HIGH,0.81,2.42,False,0.486,0.19,0.0,,NO_CONSENSUS
Fernando Tatis Jr.,SD,"2B,OF",H,Kipp,Active,27.0,269.5,2.75,2.75,99.0,68.0,98.0,1.0,87.05,87.05,0.01,2.75,0.3,,,,,,0.0,6.0,,,92.1,HIGH,1.0,3.13,False,0.6,0.0,0.0,-4.2,ALIGNED
Tyler Soderstrom,ATH,"1B,OF",H,CLANK,Active,24.0,251.5,2.89,2.89,99.0,92.0,87.02,1.0,86.8,84.65,-2.15,2.89,0.44,,,,,,0.0,12.0,,,84.5,HIGH,1.0,2.62,False,0.6,0.0,0.0,22.3,BUY_LOW
Trea Turner,PHI,SS,H,JMerkle,Active,33.0,259.5,2.68,2.68,99.0,78.0,96.83,1.0,86.15,65.7,-20.45,2.68,0.23,,,,,,0.0,-5.0,,,64.3,HIGH,1.0,3.17,False,0.6,0.0,0.0,-20.3,SELL_HIGH
William Contreras,MIL,C,H,Kipp,Active,28.0,249.5,2.68,2.68,99.0,96.0,93.1,1.0,86.1,74.93,-11.18,2.68,0.23,,,,,,0.0,0.0,,,76.6,HIGH,1.0,2.85,False,0.6,0.0,0.0,3.4,ALIGNED
Max Muncy,LAD,3B,H,GoldTY,Active,35.0,252.0,2.74,2.74,97.0,89.0,91.97,1.0,86.02,42.95,-43.07,2.74,0.29,,,,,,0.0,-12.0,,,30.6,HIGH,0.97,2.92,False,0.582,0.03,0.0,,NO_CONSENSUS
Ryan O'Hearn,PIT,"1B,OF",H,Coop,Active,32.0,246.5,2.9,2.9,96.0,103.0,85.0,1.0,86.0,35.01,-50.99,2.9,0.45,,,,,,0.0,-5.0,,,13.9,HIGH,1.0,2.39,False,0.6,0.0,0.0,,NO_CONSENSUS
Trey Yesavage,TOR,SP,SP,Sasso,Active,22.0,157.0,10.47,10.47,97.0,288.0,15.0,1.0,86.0,82.16,-3.84,10.47,2.2,81.0,81.95,1.16,8.67,0.4,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
Geraldo Perdomo,ARI,SS,H,kyfaess,Active,26.0,256.0,2.69,2.69,97.0,83.0,95.17,1.0,85.92,87.93,2.01,2.69,0.24,,,,,,0.0,6.0,,,94.4,HIGH,1.0,3.17,False,0.6,0.0,0.0,22.2,BUY_LOW
Colson Montgomery,CHW,"3B,SS",H,JMerkle,Active,24.0,248.5,2.64,2.64,98.0,98.0,94.13,1.0,85.72,85.94,0.22,2.64,0.19,,,,,,0.0,12.0,,,89.7,MED,0.57,2.8,False,0.342,0.43,0.0,50.9,BUY_LOW
Kevin Gausman,TOR,SP,SP,Sasso,Active,35.0,195.0,9.75,9.75,99.0,203.0,20.0,1.0,85.65,28.03,-57.62,9.75,1.48,112.1,96.72,1.23,9.31,0.5,0.0,-13.0,,,8.7,HIGH,1.0,12.04,False,0.6,0.0,0.0,-1.3,ALIGNED
Bryan Baker,TB,RP,RP,Hutch,Active,31.0,233.0,6.13,6.13,87.0,125.0,38.01,1.0,85.33,69.26,-16.07,6.13,2.6,36.1,51.55,0.83,10.22,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Michael Busch,CHC,1B,H,KRetiree,Active,28.0,263.5,2.69,2.69,95.0,73.0,97.96,1.0,85.3,65.59,-19.71,2.69,0.24,,,,,,0.0,0.0,,,61.5,HIGH,1.0,2.66,False,0.6,0.0,0.0,-5.7,ALIGNED
Gunnar Henderson,BAL,SS,H,Sasso,Active,25.0,256.5,2.59,2.59,100.0,81.0,99.03,1.0,85.15,87.75,2.6,2.59,0.14,,,,,,0.0,6.0,,,94.0,HIGH,1.0,3.1,False,0.6,0.0,0.0,-1.3,ALIGNED
Nico Hoerner,CHC,2B,H,Kipp,Active,29.0,255.5,2.63,2.63,98.0,84.0,97.15,1.0,85.11,71.62,-13.5,2.63,0.18,,,,,,0.0,0.0,,,71.4,HIGH,1.0,2.84,False,0.6,0.0,0.0,16.2,BUY_LOW
Brandon Young,BAL,SP,SP,CLANK,Active,27.0,184.0,11.5,11.5,64.0,219.0,16.0,1.0,85.06,68.09,-16.97,11.5,3.23,91.1,86.18,1.32,7.31,0.5,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Sam Antonacci,CHW,"2B,3B,SS,OF",H,Sasso,Active,23.0,228.5,2.93,2.93,82.0,132.0,77.99,1.0,85.02,80.05,-4.97,2.93,0.48,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Christian Walker,HOU,1B,H,FA,Free Agent,35.0,257.0,2.62,2.62,98.0,80.0,98.09,1.0,84.71,31.06,-53.65,2.62,0.17,,,,,,0.0,-12.0,,,11.9,HIGH,1.0,2.58,False,0.6,0.0,0.0,,NO_CONSENSUS
Shane Drohan,MIL,"SP,RP",SP/RP,Hutch,Active,27.0,173.0,8.65,7.74,61.0,245.0,20.0,0.83,84.68,66.83,-17.85,7.74,-0.53,76.0,80.4,1.18,9.0,0.2,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Curtis Mead,WSH,"1B,3B",H,Kipp,Active,25.0,247.0,2.98,2.98,74.0,102.0,82.89,1.0,84.67,73.02,-11.65,2.98,0.53,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Seiya Suzuki,CHC,"OF,UT",H,Sethmc44,Active,31.0,236.0,2.84,2.84,98.0,121.0,83.1,1.0,84.61,63.59,-21.01,2.84,0.39,,,,,,0.0,0.0,,,58.7,HIGH,1.0,2.89,False,0.6,0.0,0.0,-10.9,ALIGNED
Jake Bennett,BOS,SP,SP,Coop,Active,25.0,143.0,15.89,13.57,75.0,327.0,9.0,0.82,84.52,72.62,-11.9,13.57,5.3,53.2,73.49,0.88,6.43,0.56,0.0,10.0,,,,,,,,0.0,1.0,0.0,,
Connelly Early,BOS,SP,SP,KRetiree,Reserve,24.0,188.0,11.06,11.06,93.0,217.0,17.0,1.0,84.51,72.29,-12.22,11.06,2.79,91.2,86.53,1.26,9.18,0.41,0.0,10.0,,,46.0,LOW,0.3,11.09,False,0.18,0.7,0.0,,NO_CONSENSUS
Tanner Bibee,CLE,SP,SP,kyfaess,Active,27.0,192.0,9.6,9.6,94.0,207.0,20.0,1.0,84.36,47.22,-37.14,9.6,1.33,113.0,96.98,1.15,6.93,0.55,0.0,5.0,,,29.8,HIGH,1.0,10.53,False,0.6,0.0,0.0,-9.7,ALIGNED
Ben Brown,CHC,"SP,RP",SP/RP,GoldTY,Reserve,26.0,197.0,9.85,8.74,70.0,200.0,20.0,0.83,84.18,69.08,-15.1,8.74,0.47,68.0,79.19,0.94,8.6,0.15,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Cade Cavalli,WSH,SP,SP,Jpanner,Active,27.0,203.0,9.67,9.67,83.0,182.0,20.99,1.0,84.1,57.93,-26.17,9.67,1.4,104.2,92.49,1.31,10.28,0.43,0.0,5.0,,,20.6,MED,0.45,9.42,False,0.27,0.55,0.0,,NO_CONSENSUS
Julio Rodriguez,SEA,OF,H,Jpanner,Active,25.0,242.0,2.72,2.72,99.0,113.0,88.97,1.0,84.09,85.82,1.72,2.72,0.27,,,,,,0.0,6.0,,,91.7,HIGH,1.0,3.04,False,0.6,0.0,0.0,-6.6,ALIGNED
Riley Greene,DET,OF,H,KRetiree,Active,25.0,254.0,2.59,2.59,99.0,85.0,98.07,1.0,84.03,80.51,-3.52,2.59,0.14,,,,,,0.0,6.0,,,82.5,HIGH,1.0,2.7,False,0.6,0.0,0.0,-3.8,ALIGNED
Jazz Chisholm Jr.,NYY,2B,H,CLANK,Active,28.0,246.0,2.62,2.62,99.0,104.0,93.89,1.0,83.99,82.03,-1.97,2.62,0.17,,,,,,0.0,0.0,,,89.3,HIGH,1.0,3.07,False,0.6,0.0,0.0,1.0,ALIGNED
Kazuma Okamoto,TOR,"1B,3B",H,Greenbet,Active,30.0,247.5,2.58,2.58,97.0,101.0,95.93,1.0,83.6,63.82,-19.78,2.58,0.13,,,,,,0.0,0.0,,,32.9,LOW,0.3,2.6,False,0.18,0.7,0.0,,NO_CONSENSUS
Kyle Tucker,LAD,OF,H,Coop,Active,29.0,246.0,2.62,2.62,99.0,106.0,93.89,1.0,83.56,85.94,2.38,2.62,0.17,,,,,,0.0,0.0,,,96.0,HIGH,1.0,3.48,False,0.6,0.0,0.0,1.0,ALIGNED
Dansby Swanson,CHC,SS,H,KRetiree,Reserve,32.0,267.0,2.81,2.81,95.0,70.0,95.02,1.0,83.48,38.2,-45.28,2.81,0.36,,,,,,0.0,-5.0,,,19.8,HIGH,1.0,2.48,False,0.6,0.0,0.0,7.8,ALIGNED
Rafael Devers,SF,1B,H,Coop,Active,29.0,253.0,2.56,2.56,99.0,86.0,98.83,1.0,83.46,75.39,-8.06,2.56,0.11,,,,,,0.0,0.0,,,78.2,HIGH,1.0,2.95,False,0.6,0.0,0.0,-11.8,ALIGNED
Trent Grisham,NYY,OF,H,CLANK,Active,29.0,230.0,2.91,2.91,86.0,131.0,79.04,1.0,83.46,56.94,-26.52,2.91,0.46,,,,,,0.0,0.0,,,49.6,HIGH,1.0,2.62,False,0.6,0.0,0.0,,NO_CONSENSUS
Wilyer Abreu,BOS,OF,H,joeybats,Reserve,27.0,270.0,2.81,2.81,97.0,67.0,96.09,1.0,83.12,62.25,-20.87,2.81,0.36,,,,,,0.0,6.0,,,52.4,HIGH,1.0,2.41,False,0.6,0.0,0.0,-5.8,ALIGNED
Ryan Weathers,NYY,SP,SP,GoldTY,Active,26.0,175.0,9.72,9.72,88.0,237.0,18.0,1.0,83.11,56.75,-26.36,9.72,1.45,97.2,88.77,1.24,10.19,0.33,0.0,5.0,,,33.3,MED,0.63,10.56,False,0.378,0.37,0.0,19.9,BUY_LOW
Brandon Marsh,PHI,OF,H,Sethmc44,Active,28.0,248.0,2.61,2.61,94.0,99.0,95.02,1.0,83.0,45.55,-37.45,2.61,0.16,,,,,,0.0,0.0,,,29.4,HIGH,1.0,2.19,False,0.6,0.0,0.0,,NO_CONSENSUS
Brooks Lee,MIN,"3B,SS",H,Kipp,Active,25.0,246.0,2.56,2.56,90.0,105.0,96.09,1.0,82.94,63.08,-19.85,2.56,0.11,,,,,,0.0,6.0,,,55.2,HIGH,1.0,2.11,False,0.6,0.0,0.0,,NO_CONSENSUS
Walbert Urena,LAA,SP,SP,CLANK,Active,22.0,171.0,10.06,10.06,66.0,250.0,17.0,1.0,82.94,75.68,-7.25,10.06,1.79,81.1,82.21,1.32,8.66,0.35,0.0,14.0,,,,,,,,0.0,1.0,0.0,,
JJ Bleday,CIN,OF,H,FA,Free Agent,28.0,217.5,3.11,3.11,76.0,158.0,69.94,1.0,82.83,48.73,-34.1,3.11,0.66,,,,,,0.0,0.0,,,37.7,HIGH,1.0,2.33,False,0.6,0.0,0.0,,NO_CONSENSUS
Carson Benge,NYM,OF,H,Greenbet,Active,23.0,251.0,2.59,2.59,93.0,94.0,96.91,1.0,82.83,82.53,-0.3,2.59,0.14,,,,,,0.0,12.0,,,86.9,LOW,0.29,2.62,False,0.174,0.71,0.0,32.4,BUY_LOW
Chase DeLauter,CLE,OF,H,JMerkle,Active,24.0,227.5,2.74,2.74,95.0,135.0,83.03,1.0,82.65,81.47,-1.19,2.74,0.29,,,,,,0.0,12.0,,,83.7,LOW,0.26,2.63,False,0.156,0.74,0.0,51.6,BUY_LOW
Aroldis Chapman,BOS,RP,RP,zyoung51,Active,38.0,180.0,5.63,5.63,98.0,228.0,31.97,1.0,82.56,54.68,-27.88,5.63,2.1,30.2,41.97,1.23,11.32,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Kody Clemens,MIN,"1B,2B,OF",H,CLANK,Active,30.0,239.5,2.78,2.78,81.0,117.0,86.15,1.0,82.52,66.82,-15.7,2.78,0.33,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Taylor Ward,BAL,OF,H,KRetiree,Active,32.0,252.5,2.55,2.55,94.0,87.0,99.02,1.0,82.51,44.02,-38.49,2.55,0.1,,,,,,0.0,-5.0,,,30.2,HIGH,1.0,2.68,False,0.6,0.0,0.0,,NO_CONSENSUS
Manny Machado,SD,3B,H,KRetiree,Active,34.0,243.0,2.53,2.53,99.0,112.0,96.05,1.0,82.5,42.02,-40.48,2.53,0.08,,,,,,0.0,-5.0,,,26.6,HIGH,1.0,2.8,False,0.6,0.0,0.0,-56.7,SELL_HIGH
Alex Bregman,CHC,3B,H,JMerkle,Active,32.0,244.0,2.52,2.52,97.0,108.0,96.83,1.0,82.13,50.17,-31.96,2.52,0.07,,,,,,0.0,-5.0,,,40.5,HIGH,1.0,2.8,False,0.6,0.0,0.0,-34.1,SELL_HIGH
David Bednar,NYY,RP,RP,JMerkle,Active,31.0,195.0,5.13,5.13,97.0,204.0,38.01,1.0,82.02,67.69,-14.33,5.13,1.6,41.2,61.74,1.09,10.27,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ian Happ,CHC,OF,H,Sasso,Active,31.0,243.0,2.56,2.56,98.0,111.0,94.92,1.0,82.02,61.67,-20.35,2.56,0.11,,,,,,0.0,0.0,,,56.3,HIGH,1.0,2.86,False,0.6,0.0,0.0,33.2,BUY_LOW
Mauricio Dubon,ATL,"2B,SS,OF",H,zyoung51,Active,32.0,244.0,2.6,2.6,82.0,109.0,93.85,1.0,81.99,25.71,-56.28,2.6,0.15,,,,,,0.0,-5.0,,,1.6,HIGH,1.0,1.76,False,0.6,0.0,0.0,,NO_CONSENSUS
Isaac Paredes,HOU,3B,H,Jpanner,Active,27.0,241.0,2.56,2.56,93.0,114.0,94.14,1.0,81.99,70.88,-11.11,2.56,0.11,,,,,,0.0,6.0,,,68.3,HIGH,1.0,2.65,False,0.6,0.0,0.0,23.5,BUY_LOW
MacKenzie Gore,TEX,SP,SP,Sasso,Active,27.0,172.0,8.19,8.19,95.0,247.0,21.0,1.0,81.96,41.65,-40.3,8.19,-0.08,110.2,95.42,1.29,9.96,0.29,0.0,5.0,,,21.8,HIGH,1.0,9.43,False,0.6,0.0,0.0,-47.4,SELL_HIGH
Adley Rutschman,BAL,C,H,Jpanner,Active,28.0,189.0,2.78,2.78,97.0,214.0,67.99,1.0,81.79,51.49,-30.3,2.78,0.33,,,,,,0.0,0.0,,,40.9,HIGH,1.0,2.38,False,0.6,0.0,0.0,-21.0,SELL_HIGH
Riley O'Brien,STL,RP,RP,Sasso,Active,31.0,203.0,5.07,5.07,91.0,183.0,40.04,1.0,81.45,66.72,-14.73,5.07,1.54,40.1,58.72,1.15,8.98,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
T.J. Rumfield,COL,1B,H,Sethmc44,Reserve,26.0,277.5,2.8,2.8,81.0,55.0,99.11,1.0,81.42,74.57,-6.85,2.8,0.35,,,,,,0.0,6.0,,,79.8,LOW,0.29,2.72,False,0.174,0.71,0.0,,NO_CONSENSUS
Vladimir Guerrero Jr.,TOR,1B,H,kyfaess,Active,27.0,238.0,2.53,2.53,99.0,119.0,94.07,1.0,81.28,85.88,4.6,2.53,0.08,,,,,,0.0,6.0,,,92.9,HIGH,1.0,3.14,False,0.6,0.0,0.0,-1.1,ALIGNED
Raisel Iglesias,ATL,RP,RP,Sasso,Active,36.0,173.0,5.24,5.24,97.0,243.0,33.02,1.0,81.15,53.44,-27.71,5.24,1.71,34.1,48.45,1.06,10.03,0.0,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Bryce Elder,ATL,SP,SP,Sethmc44,Active,27.0,173.0,9.61,9.61,77.0,242.0,18.0,1.0,81.14,37.68,-43.46,9.61,1.34,102.2,91.54,1.25,7.57,0.56,0.0,5.0,,,10.7,HIGH,0.88,7.67,False,0.528,0.12,0.0,,NO_CONSENSUS
Will Warren,NYY,SP,SP,Sasso,Active,27.0,165.0,8.68,8.68,91.0,265.0,19.01,1.0,81.07,40.73,-40.34,8.68,0.41,98.1,89.46,1.37,8.81,0.26,0.0,5.0,,,15.9,HIGH,0.9,8.52,False,0.54,0.1,0.0,2.2,ALIGNED
Jeremy Pena,HOU,SS,H,CLANK,Active,28.0,161.0,3.04,3.04,94.0,273.0,52.96,1.0,80.6,75.74,-4.85,3.04,0.59,,,,,,0.0,0.0,,,82.9,HIGH,1.0,2.92,False,0.6,0.0,0.0,4.6,ALIGNED
Trevor Megill,MIL,RP,RP,joeybats,Active,32.0,193.0,4.95,4.95,93.0,206.0,38.99,1.0,80.5,60.11,-20.39,4.95,1.42,38.0,53.8,0.95,11.37,0.0,0.0,-6.0,,,,,,,,0.0,1.0,0.0,,
Wyatt Langford,TEX,OF,H,kyfaess,Active,24.0,151.0,3.21,3.21,98.0,303.0,47.04,1.0,80.47,84.88,4.41,3.21,0.76,,,,,,0.0,12.0,,,90.1,HIGH,1.0,2.81,False,0.6,0.0,0.0,-2.2,ALIGNED
Brayan Rocchio,CLE,"2B,SS",H,Sethmc44,Active,25.0,245.5,2.53,2.53,78.0,107.0,97.04,1.0,80.42,54.94,-25.48,2.53,0.08,,,,,,0.0,6.0,,,44.0,HIGH,1.0,1.84,False,0.6,0.0,0.0,,NO_CONSENSUS
Ryan Jeffers,MIN,C,H,joeybats,Active,29.0,147.0,3.5,3.39,80.0,313.0,42.0,0.93,80.3,61.52,-18.78,3.39,0.94,,,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Jung Hoo Lee,SF,OF,H,Greenbet,Active,27.0,234.0,2.57,2.57,86.0,123.0,91.05,1.0,80.08,65.57,-14.5,2.57,0.12,,,,,,0.0,6.0,,,61.1,HIGH,1.0,2.58,False,0.6,0.0,0.0,29.3,BUY_LOW
Gerrit Cole,NYY,SP,SP,GoldTY,Active,35.0,110.0,11.0,10.29,98.0,436.0,10.0,0.91,80.05,49.16,-30.88,10.29,2.02,55.0,74.01,1.16,9.0,0.5,0.0,-13.0,,,,,,,,0.0,1.0,0.0,,
Travis Bazzana,CLE,2B,H,KRetiree,Active,23.0,190.5,2.8,2.8,88.0,210.0,68.04,1.0,79.79,76.75,-3.04,2.8,0.35,,,,,,0.0,12.0,,,,,,,,0.0,1.0,0.0,,
Shane Baz,BAL,SP,SP,joeybats,Active,27.0,157.0,8.26,8.26,88.0,287.0,19.01,1.0,79.66,39.37,-40.28,8.26,-0.01,111.2,96.29,1.39,8.01,0.37,0.0,5.0,,,20.2,HIGH,1.0,9.01,False,0.6,0.0,0.0,-21.6,SELL_HIGH
Shohei Ohtani,LAD,"UT,SP",SP,Greenbet,Active,32.0,336.5,3.54,3.54,100.0,9.0,95.06,1.0,79.64,85.52,5.88,3.54,-4.73,,,,,,0.0,-6.0,,,100.0,HIGH,0.98,4.33,True,0.588,0.02,0.0,0.0,ALIGNED
Jackson Merrill,SD,OF,H,kyfaess,Active,23.0,233.0,2.43,2.43,98.0,124.0,95.88,1.0,79.59,84.68,5.09,2.43,-0.02,,,,,,0.0,12.0,,,87.7,HIGH,1.0,2.67,False,0.6,0.0,0.0,-0.9,ALIGNED
Trevor Rogers,BAL,SP,SP,Jpanner,Active,28.0,150.0,8.33,8.33,90.0,304.0,18.01,1.0,79.42,68.03,-11.39,8.33,0.06,96.2,88.43,1.31,7.2,0.44,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Ernie Clement,TOR,"2B,3B,SS",H,JMerkle,Active,30.0,228.5,2.38,2.38,90.0,133.0,96.01,1.0,79.34,36.34,-43.0,2.38,-0.07,,,,,,0.0,0.0,,,16.3,HIGH,1.0,2.19,False,0.6,0.0,0.0,,NO_CONSENSUS
Josh Jung,TEX,3B,H,Hutch,Active,28.0,224.0,2.49,2.49,89.0,143.0,89.96,1.0,79.08,43.02,-36.06,2.49,0.04,,,,,,0.0,0.0,,,27.4,HIGH,0.99,2.17,False,0.594,0.01,0.0,,NO_CONSENSUS
Gabriel Moreno,ARI,C,H,kyfaess,Active,26.0,194.0,2.69,2.69,79.0,205.0,72.12,1.0,78.98,68.79,-10.19,2.69,0.24,,,,,,0.0,6.0,,,,,,,,0.0,1.0,0.0,,
Carmen Mlodzinski,PIT,"SP,RP",SP/RP,FA,Free Agent,27.0,159.0,7.57,7.02,30.0,278.0,21.0,0.88,78.81,57.42,-21.39,7.02,-1.25,83.2,83.94,1.35,7.14,0.05,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
Tanner Scott,LAD,RP,RP,Kipp,Active,31.0,198.0,4.71,4.71,82.0,196.0,42.04,1.0,78.72,63.37,-15.35,4.71,1.18,39.2,56.56,0.77,11.71,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,,
Ronald Acuna Jr.,ATL,OF,H,zyoung51,Reserve,28.0,171.0,3.23,3.23,99.0,251.0,52.94,1.0,78.63,78.18,-0.45,3.23,0.78,,,,,,0.0,0.0,,,92.5,HIGH,0.79,3.2,False,0.474,0.21,0.0,-5.5,ALIGNED
Daylen Lile,WSH,OF,H,Coop,Reserve,23.0,251.0,2.56,2.56,93.0,95.0,98.05,1.0,78.29,83.87,5.57,2.56,0.11,,,,,,0.0,12.0,,,90.9,MED,0.67,2.73,False,0.402,0.33,0.0,,NO_CONSENSUS
Spencer Steer,CIN,"1B,OF",H,Jpanner,Active,28.0,231.0,2.46,2.46,87.0,130.0,93.9,1.0,78.26,56.86,-21.4,2.46,0.01,,,,,,0.0,0.0,,,51.2,HIGH,1.0,2.52,False,0.6,0.0,0.0,35.8,BUY_LOW
Nick Gonzales,PIT,"2B,3B",H,zyoung51,Active,27.0,237.0,2.52,2.52,69.0,120.0,94.05,1.0,78.25,49.7,-28.55,2.52,0.07,,,,,,0.0,6.0,,,37.3,HIGH,1.0,2.11,False,0.6,0.0,0.0,,NO_CONSENSUS
Andrew Abbott,CIN,SP,SP,KRetiree,Active,27.0,147.0,7.35,7.35,88.0,312.0,20.0,1.0,78.1,48.38,-29.72,7.35,-0.92,105.0,92.75,1.42,7.2,0.35,0.0,5.0,,,36.1,HIGH,1.0,11.1,False,0.6,0.0,0.0,-5.0,ALIGNED
Bo Bichette,NYM,"3B,SS",H,Sethmc44,Active,28.0,225.5,2.28,2.28,99.0,140.0,98.9,1.0,78.02,69.23,-8.79,2.28,-0.17,,,,,,0.0,0.0,,,70.6,HIGH,1.0,2.75,False,0.6,0.0,0.0,0.7,ALIGNED
Spencer Arrighetti,HOU,SP,SP,Kipp,Active,26.0,142.0,8.88,8.88,79.0,329.0,15.99,1.0,77.57,64.55,-13.02,8.88,0.61,87.0,84.63,1.31,9.0,0.38,0.0,5.0,,,,,,,,0.0,1.0,0.0,,
